"ts","x","y","z"
9.981112875E0,1.017768215E-2,1.968085766E-3,-4.601406865E-3
9.991160875E0,1.044133492E-2,-2.685255604E-3,-2.107623033E-3
1.000120988E1,6.994041149E-3,-4.266865086E-3,-9.815220255E-4
1.001125787E1,7.934669033E-3,-1.469746698E-3,-7.791118696E-5
1.002130587E1,5.256345496E-3,1.538097858E-3,-1.117059030E-3
1.003135388E1,1.089106221E-2,-1.620410942E-3,-2.588455565E-3
1.004140188E1,1.251935773E-2,1.253615599E-3,-5.483911838E-3
1.005144987E1,1.680198684E-2,3.451788798E-3,-6.147571839E-3
1.006149787E1,1.418161765E-2,4.553251900E-3,-4.473300651E-3
1.007154588E1,1.436857227E-2,4.052843899E-3,-3.518823534E-3
1.008159388E1,1.795969158E-2,1.222025324E-2,-4.879265558E-3
1.009164187E1,1.914186962E-2,1.723658293E-2,-3.874188755E-3
1.010168987E1,2.200378478E-2,2.135491744E-2,-4.152164329E-3
1.011173788E1,2.115556784E-2,1.746164262E-2,-4.565753508E-3
1.012178588E1,2.435459942E-2,1.232248452E-2,-7.998901419E-3
1.013183387E1,2.430533059E-2,7.268336602E-3,-9.061235934E-3
1.014188187E1,2.328591608E-2,7.848450914E-3,-4.967299290E-3
1.015192988E1,2.087655477E-2,1.284427382E-2,-8.528212085E-3
1.016197887E1,1.758727804E-2,2.212625369E-2,-5.400951952E-3
1.017202758E1,1.454195380E-2,2.959136292E-2,-5.329845473E-3
1.018207558E1,1.394887455E-2,3.472534195E-2,-5.829098634E-3
1.019212358E1,1.533877850E-2,3.426887468E-2,-8.011026308E-3
1.020217158E1,1.729261875E-2,3.200921416E-2,-7.665072568E-3
1.021221958E1,1.981117018E-2,2.637583017E-2,-5.230677314E-3
1.022226758E1,2.384819835E-2,2.221862413E-2,-9.239749983E-3
1.023231558E1,2.123297378E-2,2.202234976E-2,-6.498292089E-3
1.024236358E1,2.005239390E-2,2.957960032E-2,-3.769084578E-3
1.025241158E1,1.680520177E-2,2.795347385E-2,-4.158705007E-3
1.026245958E1,1.830258220E-2,2.714837343E-2,-1.020336524E-3
1.027250758E1,1.779578254E-2,2.441996336E-2,9.370869957E-4
1.028255558E1,1.510470919E-2,2.116272971E-2,-1.496117329E-3
1.029260358E1,1.838918589E-2,2.265436575E-2,-2.292935271E-3
1.030265158E1,1.972069964E-2,2.464173362E-2,-4.116012715E-3
1.031269958E1,1.734063216E-2,2.299190685E-2,-5.147188902E-3
1.032274758E1,1.743531600E-2,1.224448811E-2,-4.708291031E-3
1.033279658E1,1.472634822E-2,8.113926277E-3,-3.288559616E-3
1.034284458E1,1.925198175E-2,8.522951975E-3,-4.222539254E-3
1.035289258E1,1.711586118E-2,7.448100485E-3,-8.371211588E-3
1.036294058E1,2.518678084E-2,8.404427208E-3,-5.749279633E-3
1.037298858E1,2.129004337E-2,1.463036612E-2,-6.918673404E-3
1.038303658E1,2.438240871E-2,1.450257469E-2,-5.462606438E-3
1.039308458E1,2.257012762E-2,1.564107835E-2,-6.167012732E-3
1.040313258E1,1.921834238E-2,1.250968408E-2,-5.064423196E-3
1.041318058E1,1.714693569E-2,1.194136497E-2,-3.381838091E-3
1.042322858E1,1.008234546E-2,1.907077245E-2,-8.165854961E-3
1.043327658E1,1.053268649E-2,2.084497176E-2,-8.142419159E-3
1.044332458E1,8.268307894E-3,1.964404806E-2,-5.305913277E-3
1.045337258E1,7.314895745E-3,1.596169174E-2,-4.637992475E-3
1.046342058E1,6.431893911E-3,1.342645660E-2,-5.609170534E-3
1.047346858E1,6.461188663E-3,1.563182101E-2,-5.604377016E-3
1.048351658E1,5.781882908E-3,1.661101356E-2,-4.344660789E-3
1.049356458E1,5.980554968E-3,1.899667457E-2,-4.883684684E-3
1.050361358E1,5.580197903E-4,1.868280023E-2,-2.836377360E-3
1.051366158E1,1.926884521E-3,1.807666570E-2,-3.274134360E-4
1.052370958E1,-6.344426656E-4,1.930800453E-2,-2.102703787E-3
1.053375758E1,-2.372155199E-3,2.074504644E-2,-1.602828503E-3
1.054380558E1,-3.775469959E-3,1.678603329E-2,-2.613114193E-3
1.055385358E1,-5.979768466E-3,1.479931548E-2,-3.603277728E-3
1.056390158E1,-9.029591456E-3,1.593542844E-2,-3.692931496E-4
1.057394958E1,-7.671113592E-3,1.581718400E-2,-1.761859981E-3
1.058399758E1,-5.049885716E-3,1.024908200E-2,-1.895541791E-3
1.059404558E1,-4.158792086E-3,1.259585842E-2,-1.504057087E-3
1.060409358E1,-2.179539762E-3,1.179464627E-2,-4.346376285E-3
1.061414158E1,-2.609374002E-3,1.475608069E-2,-5.816441029E-3
1.062418958E1,-1.152484096E-3,1.667971537E-2,-6.096064113E-3
1.063423758E1,-1.738912077E-3,1.186232548E-2,-3.235562705E-3
1.064428558E1,-3.367740195E-3,1.351647079E-2,-5.075473338E-3
1.065433358E1,-1.424964052E-3,7.505449932E-3,-3.633637680E-3
1.066438158E1,-9.055396076E-4,1.145960577E-2,-7.248639129E-3
1.067443058E1,-3.207842354E-3,1.115973480E-2,-2.236836590E-3
1.068447858E1,-5.822994281E-3,1.338728610E-2,-3.114646301E-3
1.069452658E1,-5.038693082E-3,1.072226185E-2,-3.580083139E-4
1.070457458E1,-6.209294312E-3,8.051874116E-3,-2.179619391E-3
1.071462258E1,-8.419184946E-3,9.289711714E-3,-9.476409759E-4
1.072467058E1,-1.267201547E-2,1.042634156E-2,-1.431645826E-3
1.073471858E1,-8.703107014E-3,1.149080601E-2,1.838277094E-4
1.074476658E1,-1.041444112E-2,1.254528761E-2,1.186169218E-3
1.075481458E1,-1.057289913E-2,7.001917344E-3,2.132922877E-3
1.076486258E1,-1.552629285E-2,6.869914010E-3,-5.782197695E-4
1.077491058E1,-1.510231942E-2,9.106969461E-3,-5.920683034E-4
1.078495858E1,-1.380013116E-2,3.119958565E-3,-3.882552963E-3
1.079500658E1,-6.432229187E-3,4.176168703E-3,-2.349903807E-3
1.080505458E1,-5.363796838E-3,3.913307562E-3,-5.137276370E-3
1.081510258E1,-2.869480290E-3,1.005588844E-2,-6.093351170E-3
1.082515058E1,-4.028697964E-3,6.646524183E-3,-4.090171307E-3
1.083519858E1,-3.815378994E-3,5.452629179E-3,-3.093083622E-3
1.084524758E1,-2.567344811E-3,1.220835373E-2,-4.014835693E-3
1.085529558E1,5.348369014E-3,1.852217689E-2,-2.694706665E-3
1.086534358E1,6.507679354E-3,2.212591097E-2,-1.064120792E-3
1.087539158E1,3.529466689E-3,2.005077526E-2,8.773235604E-4
1.088543958E1,3.886555554E-3,1.429340616E-2,-3.903605510E-3
1.089548758E1,6.628546398E-3,3.180035856E-3,-3.089477308E-3
1.090553558E1,6.305004936E-3,4.809833597E-3,-7.141544484E-3
1.091558358E1,8.847791702E-3,7.333711255E-3,-4.789440893E-3
1.092563158E1,8.121583611E-3,7.577600889E-3,-5.411356222E-3
1.093567958E1,2.630944364E-3,9.345140308E-3,-5.471543875E-3
1.094572758E1,4.248378333E-3,4.753275774E-3,-1.917672809E-3
1.095577558E1,3.710419871E-3,4.544749856E-3,-3.749927506E-3
1.096582358E1,-1.693015220E-4,5.356208421E-3,-3.325527767E-3
1.097587158E1,2.503180644E-3,8.349069394E-3,-3.182249609E-3
1.098591958E1,2.135607880E-3,1.009449083E-2,-2.027719747E-3
1.099596758E1,2.390738809E-3,1.038397569E-2,-1.294184476E-4
1.100601558E1,-1.730752294E-3,6.424725521E-3,-3.453558777E-3
1.101606358E1,-1.352524851E-4,9.391220286E-3,-1.927833771E-3
1.102611258E1,1.903874218E-4,5.883087870E-3,-3.580365563E-3
1.103616058E1,1.099324320E-3,3.679321613E-3,-5.578002892E-3
1.104620858E1,-6.569114048E-4,7.212102413E-3,-5.066079088E-3
1.105625658E1,3.593508736E-4,4.062914290E-3,-5.807503127E-3
1.106630458E1,-1.205888228E-3,4.042450339E-3,-3.050481901E-3
1.107635258E1,-2.262630500E-3,-6.633559242E-4,-4.070472904E-3
1.108640058E1,-1.832252601E-4,1.245999243E-3,-2.183962148E-3
1.109644858E1,1.010936219E-3,7.602386177E-4,-5.046327598E-3
1.110649658E1,4.795856774E-3,1.013157889E-4,-7.389710750E-3
1.111654458E1,4.107961897E-3,7.774922997E-4,-2.199476119E-3
1.112659258E1,2.272979356E-3,-8.478993550E-5,-5.837767385E-4
1.113664058E1,1.638880698E-3,-2.367119072E-3,-2.896199469E-3
1.114668858E1,2.350228606E-4,-4.372837488E-3,-1.706109382E-3
1.115673658E1,2.483263612E-3,-9.292228147E-3,1.044936012E-3
1.116678458E1,3.183809109E-3,-1.173344906E-2,-7.077718619E-4
1.117683196E1,2.672482282E-3,-1.055500098E-2,-1.127752475E-3
1.118688096E1,5.824808497E-3,-8.890539408E-3,-2.610817086E-3
1.119692896E1,9.532460943E-3,-2.349283313E-3,1.059817616E-3
1.120697696E1,7.114102133E-3,5.558722187E-3,2.064045984E-3
1.121702496E1,1.060444210E-2,1.369867474E-2,5.289399996E-3
1.122707296E1,1.181127038E-2,1.779485308E-2,9.078379720E-3
1.123712096E1,1.209702715E-2,1.635967568E-2,1.067094970E-2
1.124716896E1,1.130300760E-2,1.385860238E-2,1.166279335E-2
1.125721696E1,1.066731103E-2,1.373875979E-2,7.856869139E-3
1.126726496E1,1.331785880E-2,9.515561163E-3,5.964011420E-3
1.127731296E1,1.507368125E-2,4.212676082E-3,4.040410277E-3
1.128736096E1,1.427562721E-2,-1.548583154E-3,-1.453542151E-3
1.129740896E1,1.146040019E-2,-5.127338693E-3,-1.476445235E-3
1.130745696E1,1.525658369E-2,-4.115575925E-3,-1.100506401E-3
1.131750496E1,1.617537253E-2,-1.698757522E-3,-3.144482616E-3
1.132755296E1,1.587963104E-2,1.308849547E-3,-1.477958169E-3
1.133760096E1,1.835423894E-2,9.466111660E-3,1.552985515E-3
1.134764896E1,1.867991686E-2,1.320704818E-2,-5.220994353E-5
1.135769696E1,2.137716487E-2,1.567286812E-2,1.547551248E-3
1.136774596E1,2.092449181E-2,1.187435165E-2,-1.690820791E-4
1.137779396E1,1.830500737E-2,9.512128308E-3,-1.323562348E-3
1.138784196E1,2.323460579E-2,9.535051882E-3,2.674688585E-4
1.139788996E1,2.100394107E-2,8.575515822E-3,-1.299269032E-3
1.140793796E1,2.185583860E-2,6.540782750E-3,1.865505707E-3
1.141798596E1,1.973356493E-2,9.902222082E-4,1.369092613E-3
1.142803396E1,1.530845836E-2,-6.228541024E-4,-5.558403209E-4
1.143808196E1,1.288178563E-2,3.080803901E-3,1.507044304E-3
1.144812996E1,1.320139319E-2,3.788678907E-3,2.528474666E-3
1.145817796E1,7.469471544E-3,5.723997951E-3,2.544014715E-4
1.146822596E1,1.015171129E-2,2.257936634E-3,1.242551487E-3
1.147827396E1,8.731713519E-3,2.478179522E-3,1.934440807E-3
1.148832196E1,3.448024159E-3,1.063845586E-3,3.938204609E-4
1.149836996E1,2.904472873E-3,-3.024639096E-3,1.238575205E-3
1.150841796E1,1.268262044E-3,1.965268981E-3,1.704293769E-3
1.151846596E1,3.737062216E-4,6.201293319E-3,3.633221611E-3
1.152851396E1,-3.707613796E-4,4.582862370E-3,4.460231867E-3
1.153856296E1,4.400025122E-3,-1.703529619E-3,6.262126844E-3
1.154861096E1,4.210105166E-3,-4.136803560E-3,1.771838404E-3
1.155865896E1,1.762149041E-4,-1.118376851E-3,3.292043693E-4
1.156870696E1,-4.692107905E-5,-4.263093695E-3,2.351807430E-3
1.157875496E1,-2.567869145E-3,-6.255670916E-3,2.431169618E-3
1.158880296E1,-3.893238958E-3,-1.544517931E-3,5.360438954E-3
1.159885096E1,-4.061018117E-3,1.873649191E-3,5.331144203E-3
1.160889896E1,1.785239205E-3,6.983478088E-3,3.586033825E-3
1.161894696E1,4.819644615E-3,9.539579973E-3,5.328007508E-3
1.162899496E1,3.280166071E-3,1.137285680E-2,4.070611205E-3
1.163904296E1,4.904694390E-3,1.976958942E-3,3.616276663E-3
1.164909096E1,4.851012491E-3,2.113340423E-3,-1.317594899E-3
1.165913896E1,3.400388639E-3,1.290157437E-3,9.397002868E-4
1.166918696E1,4.746731836E-3,7.628803141E-4,3.725267015E-3
1.167923496E1,2.422058489E-3,1.945057418E-3,4.769226536E-3
1.168928296E1,2.798154717E-3,1.488605514E-3,8.897609077E-3
1.169933096E1,1.862319885E-3,3.989845980E-3,8.508521132E-3
1.170937896E1,2.901722677E-3,1.856913324E-3,8.316665888E-3
1.171942796E1,3.038076451E-3,-1.372701954E-3,6.818904076E-3
1.172947596E1,3.183037043E-3,2.965938766E-3,3.530667629E-3
1.173952396E1,5.095453002E-3,1.467911061E-3,2.338636201E-3
1.174957196E1,1.380658243E-3,3.802786581E-3,3.547291737E-3
1.175961996E1,9.399051196E-4,3.812640905E-3,-4.242802970E-4
1.176966796E1,-3.739773296E-3,3.080544062E-3,4.684569780E-3
1.177971596E1,-8.655702695E-3,2.442183904E-3,7.443071809E-3
1.178976396E1,-6.735783070E-3,5.117141176E-3,4.652472213E-3
1.179981196E1,-9.011453949E-3,8.235169575E-3,8.281028830E-3
1.180985996E1,-9.253302589E-3,6.215218920E-3,1.090963557E-2
1.181990796E1,-1.401583385E-2,1.680122223E-3,8.205195889E-3
1.182995596E1,-1.307537965E-2,-3.055820009E-3,6.006107200E-3
1.184000396E1,-1.471961476E-2,-4.186065402E-3,5.038846750E-3
1.185005196E1,-1.514687203E-2,-2.534926170E-3,5.422549788E-3
1.186009996E1,-1.656047814E-2,1.570336521E-3,2.638481092E-3
1.187014796E1,-1.411392540E-2,2.669998445E-3,3.082547802E-3
1.188019596E1,-1.563032903E-2,5.052728578E-3,2.416225150E-3
1.189024396E1,-1.542137936E-2,4.301624838E-3,4.946683999E-3
1.190029296E1,-1.185194403E-2,3.383089788E-4,3.443329129E-3
1.191034096E1,-9.407665581E-3,-3.072660649E-3,2.599481493E-3
1.192038896E1,-9.104331955E-3,-5.881230347E-3,2.601878252E-3
1.193043696E1,-8.104818873E-3,-4.993325565E-3,8.949004114E-4
1.194048496E1,-7.073376793E-3,-3.708083881E-3,1.712757163E-3
1.195053296E1,-7.111022249E-3,-3.775952617E-3,-8.056766819E-4
1.196058096E1,-9.861534461E-3,-2.700035693E-3,2.614088356E-3
1.197062896E1,-9.341476485E-3,-4.026037641E-3,4.406445194E-3
1.198067696E1,-7.791250478E-3,-5.508086644E-3,-5.515613593E-4
1.199072496E1,-8.336759172E-3,-8.021002635E-3,1.001977362E-3
1.200077296E1,-9.714146145E-3,-1.475613751E-2,-2.073174575E-3
1.201082096E1,-1.080396958E-2,-1.514950022E-2,2.030540258E-3
1.202086896E1,-6.341576576E-3,-1.333056204E-2,1.227596775E-3
1.203091696E1,-4.074988887E-3,-1.384136267E-2,1.965789124E-4
1.204096496E1,-6.602062844E-3,-1.622595638E-2,-2.609523945E-4
1.205101296E1,-6.697998382E-3,-1.956464350E-2,-4.454775713E-3
1.206106096E1,-5.548045505E-3,-1.991564780E-2,-7.553787436E-4
1.207110896E1,-6.184354424E-4,-1.648966596E-2,-3.911947366E-3
1.208115696E1,3.617854789E-3,-1.489656325E-2,-4.336189013E-3
1.209120596E1,5.718635395E-3,-1.274970453E-2,-4.612922203E-3
1.210125396E1,9.117893875E-3,-1.433561649E-2,-3.044586862E-3
1.211130196E1,1.215389557E-2,-8.896312676E-3,-4.017263651E-3
1.212134996E1,1.764080673E-2,-1.096558943E-2,-2.311509335E-3
1.213139796E1,2.056149766E-2,-9.344853461E-3,-2.340713283E-3
1.214144596E1,2.110451646E-2,-1.160960458E-2,-3.204909153E-3
1.215149396E1,1.982549205E-2,-7.814376615E-3,-9.134821594E-3
1.216154196E1,1.918553561E-2,-9.099352174E-3,-9.465852752E-3
1.217158996E1,2.059618197E-2,-5.277989432E-3,-6.146862637E-3
1.218163888E1,1.894289069E-2,-1.653959975E-3,-5.873356014E-3
1.219168687E1,1.737477630E-2,-1.543250401E-3,3.918702714E-4
1.220173487E1,1.659793220E-2,-3.793887561E-3,-1.391382422E-3
1.221178288E1,1.520217024E-2,-8.216066286E-3,-2.166095888E-3
1.222183088E1,1.231290586E-2,-1.034766063E-2,-5.990661681E-3
1.223187887E1,1.260933373E-2,-1.016436424E-2,-6.321674678E-3
1.224192687E1,1.434997562E-2,-1.421183627E-2,-6.621280219E-3
1.225197488E1,1.349178236E-2,-1.724354364E-2,-3.407368436E-3
1.226202288E1,5.372337066E-3,-9.984832257E-3,-7.106517442E-4
1.227207188E1,2.998395357E-3,-5.261716433E-3,3.569314722E-3
1.228211988E1,1.209816430E-3,-5.667582154E-3,1.505897380E-3
1.229216787E1,6.787781604E-4,-1.096214820E-2,4.293337930E-3
1.230221587E1,2.090253402E-3,-1.382185146E-2,1.902617980E-3
1.231226388E1,1.514462056E-3,-1.061846875E-2,-4.656584933E-4
1.232231188E1,1.884741359E-4,-1.373303495E-2,-3.165571485E-3
1.233235987E1,7.848049863E-4,-1.428076997E-2,-4.477584269E-3
1.234240787E1,4.620822147E-3,-1.068257354E-2,-5.048566032E-3
1.235245587E1,1.491861790E-2,-5.963213276E-3,-5.937696435E-3
1.236250388E1,2.031524852E-2,-3.048383631E-3,-4.549656995E-3
1.237255187E1,2.670692094E-2,1.497120131E-3,-4.093132447E-3
1.238259987E1,2.680412494E-2,-9.045269340E-3,-5.871325266E-3
1.239264787E1,3.026491031E-2,-1.735838875E-2,-1.216614898E-2
1.240269588E1,2.926116623E-2,-1.901700720E-2,-1.016797870E-2
1.241274388E1,2.936697938E-2,-1.884787530E-2,-1.096607000E-2
1.242279187E1,3.260724992E-2,-1.023121737E-2,-1.172853261E-2
1.243283987E1,3.112750873E-2,-7.104686461E-3,-9.460376576E-3
1.244288788E1,2.967368998E-2,-7.879400626E-3,-9.683283977E-3
1.245293687E1,2.729651146E-2,-4.730358254E-3,-7.085659076E-3
1.246298488E1,2.361069806E-2,-4.769240506E-3,-5.045943893E-3
1.247303288E1,2.092528529E-2,-3.125040326E-3,-9.709680453E-3
1.248308087E1,1.892285421E-2,-1.428606454E-3,-8.573042229E-3
1.249312887E1,1.848680712E-2,-4.143455066E-3,-9.660204872E-3
1.250317688E1,1.367660612E-2,-1.543943305E-3,-1.012119744E-2
1.251322488E1,1.117441617E-2,-4.981789272E-3,-6.417905446E-3
1.252327287E1,4.465647042E-3,-8.335242048E-3,-1.764297718E-3
1.253332087E1,-1.515178359E-3,-6.808557548E-3,2.492922358E-4
1.254336888E1,-3.492042888E-3,-6.273262203E-3,-1.111849677E-3
1.255341688E1,-2.639955375E-3,-7.083093747E-3,-4.202439450E-3
1.256346487E1,-6.913205143E-4,-1.031483989E-2,-7.515153848E-4
1.257351287E1,-2.617289778E-3,-1.330343261E-2,-2.883800073E-3
1.258356088E1,-5.866612773E-3,-1.174574904E-2,9.080087766E-4
1.259360888E1,-4.035089631E-3,-9.665603749E-3,9.573181160E-4
1.260365687E1,-7.506253663E-3,-8.369586430E-4,1.943220384E-3
1.261370487E1,-1.111716032E-2,1.261760946E-3,1.832843293E-3
1.262375288E1,-8.369311690E-3,2.057247330E-3,2.564413473E-3
1.263380088E1,-1.141321380E-2,-5.502961576E-4,4.569371231E-4
1.264384987E1,-8.884276263E-3,-3.923722543E-3,2.714498900E-3
1.265389788E1,-8.444026113E-3,-4.876860417E-3,3.699595109E-4
1.266394587E1,-1.609661989E-2,-3.800144652E-3,1.301533077E-3
1.267399387E1,-2.278587408E-2,-1.642032061E-3,1.699541230E-3
1.268404187E1,-2.615716867E-2,-5.236500409E-3,3.503566608E-3
1.269408988E1,-3.122111410E-2,-1.073032059E-2,7.341664750E-3
1.270413788E1,-4.038638249E-2,-1.382677816E-2,6.579733919E-3
1.271418587E1,-4.318682849E-2,-1.955247670E-2,1.124604233E-2
1.272423387E1,-4.332744330E-2,-2.320819721E-2,8.907521144E-3
1.273428188E1,-4.410605505E-2,-2.538138069E-2,9.886382148E-3
1.274432988E1,-4.814926535E-2,-2.950768173E-2,1.318097953E-2
1.275437787E1,-4.151205346E-2,-2.746574953E-2,1.122272480E-2
1.276442587E1,-3.589837626E-2,-3.169165179E-2,7.208010182E-3
1.277447388E1,-2.456768975E-2,-2.906903625E-2,5.483436398E-3
1.278452188E1,-2.046908438E-2,-2.424072661E-2,4.152389243E-3
1.279456987E1,-8.598992601E-3,-1.316993684E-2,4.160545301E-3
1.280461787E1,2.162574325E-3,-1.263730507E-2,-1.733562443E-3
1.281466588E1,-2.551452257E-3,-6.172537804E-3,-6.276322529E-5
1.282471388E1,2.888438758E-5,-5.622062366E-3,-1.172502525E-3
1.283476288E1,-1.949939760E-3,-1.253259275E-2,-2.125620609E-3
1.284481088E1,-2.044748049E-3,-8.318672888E-3,-2.427356783E-3
1.285485887E1,-1.125161722E-2,-8.369883522E-3,-2.890873235E-3
1.286490687E1,-1.067504287E-2,-3.032258712E-2,-4.534043372E-3
1.287495488E1,-1.885962114E-2,-4.590924084E-2,2.904332709E-3
1.288500288E1,-2.771516331E-2,-6.064983457E-2,9.506309405E-3
1.289505087E1,-2.287365310E-2,-5.433071777E-2,9.719461203E-3
1.290509887E1,-1.326842979E-2,-4.522696882E-2,-3.083685879E-3
1.291514688E1,-2.354591619E-3,-3.950351849E-2,1.100099180E-3
1.292519488E1,5.241808947E-3,-2.201400697E-2,-7.773287129E-3
1.293524287E1,2.293591388E-2,9.950000793E-3,-4.876526073E-3
1.294529087E1,1.258340757E-2,1.144936122E-2,-1.142774243E-3
1.295533888E1,2.999232896E-2,-7.626701612E-3,1.447663829E-2
1.296538688E1,2.849696390E-2,-4.318656027E-2,-1.563998498E-2
1.297543487E1,3.929662704E-2,-6.052639335E-3,-4.906649701E-4
1.298548287E1,2.894358709E-2,-2.381512523E-2,-8.884682320E-3
1.299553087E1,4.145547748E-2,-1.637429558E-2,-2.803985402E-2
1.300557888E1,3.974652663E-2,2.836468071E-2,-2.778765187E-2
1.301562687E1,4.320070520E-2,4.145226628E-2,-2.833950706E-2
1.302567588E1,3.779821470E-2,4.431463405E-2,-1.090645511E-2
1.303572388E1,3.628388047E-2,5.209404230E-2,-2.646495029E-2
1.304577187E1,3.011440299E-2,3.323140368E-2,-2.063289285E-2
1.305581987E1,2.428450808E-2,1.998345368E-2,-4.136808217E-3
1.306586788E1,1.510832086E-2,2.461122908E-2,-1.366373524E-2
1.307591588E1,1.298915781E-2,1.387254335E-2,3.243551124E-3
1.308596387E1,-1.596975373E-3,-2.549040830E-3,6.880630273E-3
1.309601187E1,-2.003652416E-2,-1.521612145E-2,1.332701929E-2
1.310605988E1,-3.802431002E-2,-2.931702696E-2,1.734413207E-2
1.311610788E1,-4.703317210E-2,-2.424947917E-2,1.881309971E-2
1.312615587E1,-3.747775033E-2,-8.179965429E-3,1.927595772E-2
1.313620387E1,-3.636777401E-2,-1.266526803E-2,1.723640040E-2
1.314625188E1,-3.125263751E-2,-1.284982543E-2,1.204004139E-2
1.315629988E1,-3.601981699E-2,-2.558875456E-2,2.181464806E-2
1.316634787E1,-3.380406648E-2,-4.739205539E-2,2.143301815E-2
1.317639533E1,-2.766042203E-2,-4.858382046E-2,1.637407765E-2
1.318644333E1,-2.168588713E-2,-4.264124110E-2,1.242940407E-2
1.319649133E1,-1.290256903E-2,-3.750328347E-2,6.419054233E-3
1.320654033E1,-6.738682743E-3,-3.359695897E-2,-1.491599018E-3
1.321658833E1,1.617345260E-3,-3.072771057E-2,-6.282742601E-3
1.322663633E1,1.236799359E-2,-2.843153104E-2,-7.007122505E-3
1.323668433E1,1.833646186E-2,-2.624586225E-2,-6.211153232E-3
1.324673233E1,2.004967257E-2,-2.551455796E-2,-4.161584657E-3
1.325678033E1,2.133417316E-2,-2.646688931E-2,-8.430695161E-4
1.326682833E1,2.607859485E-2,-2.085454389E-2,-4.003176466E-3
1.327687633E1,2.482968755E-2,-8.471882902E-3,-7.916257717E-3
1.328692433E1,2.657911740E-2,-3.182845190E-3,-1.156478934E-2
1.329697233E1,2.336471155E-2,-1.453647390E-3,-1.036359556E-2
1.330702033E1,1.886849664E-2,-3.129041987E-3,-1.215110905E-2
1.331706833E1,1.371134259E-2,-8.285706863E-3,-1.568597183E-2
1.332711633E1,6.550902035E-3,-1.509540901E-2,-1.509554870E-2
1.333716433E1,9.421355790E-4,-2.302441001E-2,-1.119758002E-2
1.334721233E1,-7.878520526E-3,-2.576853335E-2,-1.144498773E-2
1.335726033E1,-8.580725640E-3,-2.765363082E-2,-9.895961732E-3
1.336730833E1,-8.661951870E-3,-2.255367674E-2,-6.964353845E-3
1.337735633E1,-8.777095936E-3,-9.421587922E-3,-8.177572861E-3
1.338740433E1,-6.605553441E-3,-1.459801570E-3,-3.695472842E-3
1.339745233E1,-1.570353657E-2,2.473730128E-3,7.859454490E-4
1.340750133E1,-1.561538596E-2,1.855610404E-3,2.520462032E-3
1.341754933E1,-1.961942017E-2,4.188423045E-4,5.615963135E-3
1.342759733E1,-2.635348961E-2,2.438317053E-3,6.341674831E-3
1.343764533E1,-2.918688394E-2,-3.968463279E-3,6.087392569E-3
1.344769333E1,-3.368949145E-2,-4.322131164E-3,7.192604244E-3
1.345774133E1,-3.111821972E-2,-1.864433754E-3,6.716770120E-3
1.346778933E1,-3.292623907E-2,-1.839133911E-3,5.991058424E-3
1.347783733E1,-2.962787449E-2,1.187157352E-3,4.779088777E-3
1.348788533E1,-2.778656408E-2,5.896690767E-3,4.396392498E-3
1.349793333E1,-2.440837584E-2,4.995801020E-3,2.752491739E-3
1.350798133E1,-1.819628663E-2,6.939375307E-3,2.869670745E-3
1.351802933E1,-2.041040733E-2,1.611398533E-3,2.426718827E-3
1.352807733E1,-1.700981706E-2,-1.228330191E-3,-2.332350006E-3
1.353812533E1,-7.623478770E-3,2.490845509E-3,-6.450377405E-3
1.354817333E1,1.298110583E-3,3.564632498E-3,-1.117509138E-2
1.355822133E1,4.057621583E-3,7.956372574E-3,-9.210070595E-3
1.356826933E1,1.332941465E-3,7.098568603E-3,-9.930189699E-3
1.357831733E1,2.874643076E-3,8.018488064E-3,-4.001018591E-3
1.358836633E1,-1.072161715E-3,1.434615999E-2,-6.758722011E-3
1.359841433E1,-1.628436963E-3,1.442766655E-2,-5.290304311E-3
1.360846233E1,-9.235111065E-6,1.163773891E-2,-3.654324450E-3
1.361851033E1,-3.760705004E-4,1.265317388E-2,-2.383897314E-3
1.362855833E1,3.623997327E-3,1.100733876E-2,-2.901616041E-3
1.363860633E1,-1.460864092E-3,1.157590374E-2,3.208415583E-3
1.364865433E1,-1.772720250E-3,9.000094607E-3,3.625732847E-3
1.365870233E1,1.194158685E-3,1.318208501E-2,1.414677594E-3
1.366875033E1,1.056473237E-3,1.317143254E-2,-1.720395405E-3
1.367879833E1,7.061134558E-3,1.513838489E-2,-5.353563465E-4
1.368884633E1,5.624359474E-3,2.143889293E-2,-4.477633629E-3
1.369889433E1,4.898676649E-3,2.164103277E-2,-4.996043630E-3
1.370894233E1,-3.189883428E-4,2.290230617E-2,-6.130017806E-3
1.371899033E1,-7.997830398E-3,2.058438398E-2,-2.706978936E-3
1.372903833E1,-1.232280396E-2,1.634196751E-2,-1.387116266E-3
1.373908633E1,-1.743542030E-2,1.182141807E-2,-2.631815150E-4
1.374913433E1,-1.991615444E-2,4.374154843E-3,-3.491997952E-3
1.375918233E1,-1.915336773E-2,-1.228323206E-3,-4.834813531E-3
1.376923033E1,-1.776639372E-2,-2.634205623E-3,-9.408792481E-3
1.377927833E1,-9.439811110E-3,-1.210229006E-2,-1.235286705E-2
1.378932733E1,-6.104734726E-3,-1.270096842E-2,-1.258509513E-2
1.379937533E1,-9.766197763E-6,-5.059014075E-3,-1.395267807E-2
1.380942333E1,3.455006285E-3,-2.126873471E-3,-1.332523674E-2
